,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0.0,0.0015545340441635708,-0.001453694855871523,-4.260649233687406e-05,-0.0019410662810765067,-0.001997818800482157,-0.004227620983257232,-0.0034318418027035696,0.001661899652108933,0.0007319457933582618,0.004949673320850044,-0.003046852546950237,0.0017090254206013629,-3.2091873879537894e-05,0.001981130717965929,0.003170893346589188,-0.0004139191178087686,-0.0035183824405639,0.004611548129374494,-0.00096317501476047,0.003258452367931421,-0.001650237402777299,0.0013380223002286283,-0.0005524967514874776,-0.006697731161499005,-0.003482103289026603,0.0006680847718950036,0.0077044845591631595,-0.005380797136807826,-0.005243820777874103,-0.004475982347727714,0.00017773084470269627,-0.003609983904101999,-0.0031495709819607805,-1.1000066576824074e-06,-0.005776604763156337,-0.0009422666112889902,0.004658375484789043,0.002509363562896065,0.001723110016739172,0.0022593809931517406,-0.0008746447690507319,0.0009555320233709229,-0.0012379264413977385,0.007582676073483533,0.0016874797243528676,-0.002386294721430839,-0.0023538914556327658,-0.004875474570864735,-0.008408224701241297,-0.0024282566120959652,0.0012941449093596003,-0.005706362348686175,0.007162642740153797,0.0041056040446197165,-0.007477871686489996,-0.0027929684549156146,-0.0013217147060227744,0.007037560960391083,0.008919721757566479,-0.003153881470321885,-0.00029564832834552506,-0.004732699750856048,-0.003948443496884486,0.007919974296589641
1,0.0,0.005472782789597843,-0.0072178392178860315,-0.0053822757154920195,0.0011618114835106367,0.0013418537855873582,0.0021949421596366295,-0.003346817549913789,0.000498787229573774,-0.0053440942312880544,0.0002939525379096416,-0.00449815440456331,-0.0036986129005031065,-0.0025790384007726447,-0.009732799307767886,-0.0008722310867610075,-0.002616290416878201,0.003640317751429217,-0.0041899430365528725,0.00517211531279829,0.006914802447168833,0.003870897246544671,0.006659034039531722,-0.004338871747040192,0.007442106713637576,-0.004494604682243942,-0.0039037036937403973,-0.004455240174281276,0.004170165061005442,-0.0015096142149782265,-0.002582215349762539,0.003033583184432345,0.0031869267792775016,0.0072992583759806115,0.004234714049283829,0.000725117435175983,-0.0037448414183609475,-0.0029217799301622834,0.004329693974700317,-0.003612271521159687,-0.0028544648274781716,-0.003117820472548571,-0.005739804656903679,-0.0005118119324587418,-0.0009490903474104498,0.004138247231954447,0.010543099220546326,0.00023086187038148207,-0.0035853412614175774,-0.002473246656870326,0.00783772314412456,0.01361455513726811,-0.0030447742966525585,-0.000720852752985362,-0.006416180509662766,-0.007731830709014525,0.010178683665297512,-0.00013901736785263438,0.000663973756973822,0.0013540761152445028,-0.008994975463012162,0.0008864800708570869,0.006135342314791743,0.0027740425358961152,0.007591934128840418
2,0.0,-0.011140400212951948,-0.005415708949796399,-0.002824658600591127,-0.00043270273606841757,0.008562295477559493,-0.002304843606739319,0.0026994591024012892,-0.007301184212321457,-0.008479146262263154,-0.002660308976147438,-0.0012700444735667489,-0.00769965765176031,0.00123276844368194,0.0021940184178499975,-0.005679071421563678,0.00023353005334278247,-0.0005714841244432709,0.0034897231208996776,0.00342924388495292,-0.0010679143697165908,0.0008644328148345413,0.0018410234157924974,-0.00032697366493674546,0.0111038714887274,-0.004945016062425676,-0.0022197873734478633,0.0023353359895732268,-0.0011739623047590598,-0.0024754163485994993,-0.007635599517455707,0.004606404997126549,0.0087291939516655,-0.007717519305536442,-0.0009590636057608623,-0.0037384841382205164,-0.001497840950636094,0.006320844864460298,-0.011160766268104794,0.0010333722950035815,-0.0024595103660064155,-0.004225935759969953,-0.0027691183732519746,-0.0018060559274035528,-0.001197845133838467,-0.006238563798987011,-0.0039563813461884105,0.00034764347745112607,0.0029316518292939143,0.002753449713986983,-0.008945719158475942,0.003230949432000227,-0.004883925119757693,0.0027184349545194384,0.0028804717402534014,0.0009722155174275052,-0.010387597800046966,-0.0057672185043643,-0.002286389403054,0.0011138427843090993,-0.0032537401195004765,-0.003696077896126448,0.0077431763466573374,-0.009193484132908636,0.007807477192352717
3,1.3575,1.3592832613787003,1.362550548666804,1.3517285688332412,1.3597108722426503,1.3572896361519984,1.354376249505132,1.3576877717647995,1.352491056802839,1.3554018168026587,1.356155363124129,1.3504308706352408,1.3593881017706748,1.3511997815390395,1.356128365872116,1.3634739668331877,1.3596490721864418,1.3596707046198546,1.3591063763666191,1.3629136559653012,1.3614561528313616,1.3485992098967712,1.35291022634723,1.3559784127829877,1.3639149791096719,1.3517141280721605,1.3588262435019165,1.3656331619304358,1.3534381629032726,1.352542567413329,1.3491729783426103,1.3629379379464106,1.3567686560960568,1.3578277794571871,1.3619793867725558,1.3523650671512044,1.3519509174597109,1.354489681851121,1.3572955355918832,1.3589556455871177,1.3602757304136632,1.3528886009050765,1.360151370570214,1.3546894627437378,1.3529944003529644,1.3574974644167128,1.3591723921735872,1.3550440429280046,1.3517047853097086,1.3579967165628326,1.3535639170674632,1.365234735907361,1.3517713521205736,1.3591816667867953,1.3628934963126536,1.351516442976114,1.3498890126517935,1.3557917518407165,1.3612095357327765,1.3584376036175179,1.3545305337245468,1.356310305977723,1.357255003045671,1.3507257139563138,1.365361823591112
4,1.3575,1.357755761292223,1.346070400765139,1.3579162059322545,1.3567922306907847,1.3575926727338372,1.3511945578566633,1.3524928391394468,1.3547698701778317,1.3483922104477344,1.3629331085080774,1.355895789654265,1.3528497352710043,1.3586067163324695,1.3544384924969521,1.3578110736227915,1.359509548557451,1.3586003724992735,1.35387845364729,1.3569020322647956,1.3572661281628167,1.362041724939291,1.3618391070060123,1.3593242613132184,1.36386883993597,1.356464431918012,1.3596654037562377,1.3602424061687033,1.3627231734367116,1.361764533106469,1.3604569234046573,1.3563269239173479,1.3564682154307985,1.3504160681061863,1.3593412673100538,1.3587323531859596,1.361220584310222,1.3661842209205575,1.3559449291425631,1.3533106351915036,1.3510678383611139,1.3590823087295325,1.3528006126866645,1.3518514866799232,1.3605291676642572,1.3614353088245825,1.3599178968625714,1.3611832183693922,1.3580715663002072,1.3517672219951056,1.358317622506539,1.3625110141373191,1.3468058599253057,1.3637414471753895,1.35502532157315,1.353287520358495,1.359803021671829,1.361228757223928,1.3621914667284207,1.3623084422889302,1.3471121401691555,1.3549359018059144,1.365334763496241,1.3592184849931477,1.3706906073465739
5,1.3575,1.3511206855650242,1.3503867417819992,1.3547715801710776,1.3540172126251278,1.3657268064285368,1.3628539848478924,1.358796548973336,1.360277304029263,1.354775177749832,1.3562401647731603,1.3576737319315986,1.3510978181416893,1.3614090552213083,1.3561446366059196,1.348877310893985,1.351462594310304,1.3545274751139658,1.3633585533065522,1.3603189369189648,1.3632702768775804,1.3643950150976958,1.3677062864344125,1.3520782069934913,1.3561510382665882,1.3506615447130093,1.3488957651012021,1.352192989073966,1.3546150211240329,1.3501877589643652,1.348919202994073,1.3610916787923253,1.3675145526818862,1.3602305358159696,1.354944467128783,1.3532854599504338,1.3530671723467078,1.3593868680387406,1.354173809348109,1.358834672142444,1.3573550057035777,1.352134032881027,1.3525862255480556,1.3618653822664517,1.364323179428152,1.3526657306187557,1.3574464504131554,1.35406104325218,1.3583062648955524,1.3547921073263953,1.3564657472469253,1.3639946469301103,1.3606083837416818,1.3584061696262402,1.355225846017943,1.3538729818471176,1.3602225287876952,1.3488686688244105,1.3541067954083417,1.3639747692145732,1.3554369866521994,1.3584652213223745,1.3587668465561769,1.352605509706532,1.3603899221827649
6,2.715,2.7201501740025127,2.7131407269514876,2.712762829440544,2.7091306874296053,2.7062504428299348,2.7203416455275082,2.7158089330071125,2.7166879452834527,2.7099588688210248,2.7177411833458804,2.7083270316878805,2.718495604302284,2.703765927160954,2.7145814728212856,2.722818998129742,2.7136241056488344,2.7088144529420353,2.716441820448823,2.7176160288517948,2.7156844684767223,2.716172531696011,2.7061756370790953,2.7100031796884148,2.7192190765986437,2.7160513023204818,2.7099376699118727,2.720358057140507,2.711489599220956,2.7200093054557617,2.716901633116081,2.7166863299144914,2.706584333115052,2.7036830376666585,2.72086735352738,2.711020620243825,2.716554444962438,2.7181841978147654,2.7180363140489803,2.71242065232473,2.7164774937457294,2.7149154243943725,2.7157301645602985,2.7099622548889326,2.706442196838025,2.7202265325550212,2.718152315131768,2.714347879436218,2.7003920502453114,2.720209660250466,2.712241545876382,2.722748759909642,2.710251451733148,2.7174881273991294,2.715043314520081,2.705451858593557,2.714553385119119,2.7122329019732847,2.7168282638818884,2.708310846299734,2.7134522012799365,2.7217798690271526,2.70769614159556,2.7177343243371,2.71491049460596
7,2.715,2.7149548106579675,2.717151400130737,2.712227760697993,2.723767089902826,2.7117292237152246,2.7072093998884665,2.709854379745194,2.7158007043108836,2.7158053222839267,2.7217569538879878,2.71446466432858,2.715320462267047,2.721355444219205,2.71078247711353,2.7150808121932184,2.723706230369998,2.7230350417182403,2.7034774237509294,2.7219017422389924,2.7076459109039654,2.7102071868027195,2.7174187953996776,2.722164652390722,2.7247583854820774,2.71667795788684,2.718188826062375,2.7218254258272965,2.7256058782893624,2.7127917538917092,2.71523095103229,2.713090547055453,2.712164203784933,2.719658770209136,2.714551662934823,2.7161880675497834,2.7154318938619557,2.7161375559187375,2.7115298850519562,2.7094062177442577,2.7105299784721573,2.708420815369642,2.7102115090186945,2.7064163711767417,2.723759532040749,2.7128136401785525,2.715848333362226,2.7187409078958398,2.7140222149031996,2.7087954986495557,2.718983305484143,2.7057879038979906,2.701958397027244,2.7193377896038298,2.7140232249726495,2.7150856665669596,2.711451442189894,2.723887076897144,2.719369669365747,2.7230054197502325,2.7056489765464717,2.7055636444554865,2.7249492031169975,2.7109273751368175,2.726738442453893
8,0.0,-0.0033125550257207437,-0.001174840502738258,-0.002765594260471226,-0.0029149594772477604,-0.004565262995185225,0.01297566946476462,0.0017842158322607885,0.013090289365561558,0.003883706378347267,0.002416376286114728,0.0014527981982325319,0.0007001920014427874,0.003769203432261266,-0.002063869767228468,-0.007234774544224448,-0.0026562203079696168,-0.003257085944640076,-0.0024871291551762874,0.008329528299843668,-0.004402925259869404,0.00853293490284817,0.004233678528294745,-0.0027701639405022104,7.771739954764078e-05,0.0029046821682329367,-0.01365454663611492,-0.0033986360834672687,0.0031856360139216433,-0.0031349953124931887,-0.0015358796340082031,-0.001366303946085199,0.001038423307055418,0.003192240834444443,-0.003642475201693498,-0.0032544228430737374,0.0002122639968458434,0.0018129534260588,-0.0017160240218217781,-0.004721445275626691,0.00017823053398179612,-0.009302434516822604,-0.007746870606590398,-0.0017788418611817715,0.008431961852724225,-0.0057343996601734015,-0.0008826580962304299,-0.0014840793599064726,-0.00991036346681616,0.0021441423364119343,0.00344223205048217,-0.0071287718914858425,0.0020760396340514103,6.46529868206455e-05,-0.005888916875786609,-0.003330531896343826,0.004196193970878928,-0.00409659258285464,-0.005509217395272626,0.002048717744674833,0.00015459511523767313,0.002035394754921857,-0.002576848594402677,-0.0011913597853773414,-0.0067643547457424714
9,4.0725,4.074877928633156,4.065874160928743,4.073768459196486,4.070214158359837,4.065981197083409,4.069771747459175,4.070181901241474,4.084199477915793,4.068313995689121,4.078802414120489,4.072394778934997,4.076133840124426,4.070035595437115,4.079570031401286,4.079303653612828,4.069840576378877,4.076175695811043,4.072301789829766,4.074876912727746,4.069289469490065,4.07913106509294,4.065558631901939,4.069910029381161,4.0673628120776355,4.074423121390065,4.066573558028918,4.07574095363476,4.072036209821259,4.071269821734625,4.0777143941112675,4.076871591045655,4.06293958659035,4.069860113403003,4.071402250658905,4.066770635360026,4.074793298716966,4.080778359289503,4.078535587472997,4.074002197342254,4.07504342638605,4.07247891592781,4.0709138355218,4.064641953219969,4.0709833625720115,4.078017431938949,4.076700425892356,4.07054882613377,4.058881369300413,4.073861700374236,4.075828984757964,4.073554637294571,4.075252572531435,4.075410690814504,4.071033694521357,4.060349686445836,4.080264715988472,4.080312005435357,4.078648924386019,4.070592407306348,4.070883997686243,4.077295635041149,4.070114367723752,4.077336724446633,4.072516504335963
10,4.0725,4.0798811108726225,4.077013677702804,4.065901919697309,4.074257129672816,4.065921755570422,4.080378154466172,4.068929273066683,4.0730462135041865,4.078669682036672,4.0768685980715365,4.066778994053518,4.073805844349491,4.071989135506064,4.056732187479466,4.070350294965038,4.075229782509077,4.068486434169974,4.0644542280273335,4.078959147992153,4.075529796706431,4.0683630658541645,4.0820301858971755,4.072487968448333,4.079588639717735,4.072104800123604,4.069675674577547,4.073895598053048,4.078817881156215,4.071084833935692,4.068121727170565,4.066458050244729,4.072910547770153,4.079194098346706,4.076246242428582,4.074683143720794,4.069459369220247,4.065166070712945,4.074151293912132,4.062916050681958,4.0683320235930625,4.064688085169093,4.06653420186199,4.072841928061196,4.082029644569173,4.071520396460856,4.076003772796076,4.074201693667258,4.067548783282713,4.0652167000649175,4.078743224794595,4.071995716488126,4.058857011799536,4.074752441389368,4.068120856131872,4.070088322462715,4.0733161503442386,4.068284945843985,4.072031410525009,4.080583495134892,4.064120571139439,4.070166021462576,4.072450514675266,4.069661406598389,4.078368577508915
11,1.3575,1.3497879977887433,1.3590366713568693,1.3546003492642436,1.3574866169669093,1.3542048801345672,1.36219615107232,1.3600628887693815,1.3607379401853763,1.3545374688546394,1.3590479760578524,1.357892398900284,1.3568466603445586,1.3587094560959971,1.358925435154098,1.353268757312452,1.3612912770434804,1.3562665240528227,1.3529129826960131,1.365554396368929,1.3462157775515455,1.3596609631495389,1.3528764285971377,1.3594403105041548,1.369204929156582,1.3621517878698843,1.350348287781136,1.3612939781902638,1.3629221996613978,1.35967784429592,1.3572803345973836,1.356881214147566,1.3575534104589315,1.349953846591741,1.3566007941118254,1.3553231813619082,1.3602398446930173,1.3630388675648308,1.3476840070201426,1.3524710551330228,1.355326213337171,1.349254378447068,1.3525497351893416,1.350010777450377,1.3579294434605031,1.3501230239003588,1.3533530371195683,1.3595496213028406,1.3498787910016488,1.3650971103486826,1.3529273739108645,1.347509034872626,1.351395802540374,1.359009820169411,1.356668685811048,1.3589838195971529,1.3476514306585377,1.3567875267741636,1.3531328003061989,1.3549241794637135,1.3566672145754903,1.3547516563408202,1.3607329544845657,1.3519208670286402,1.3558398980773092
12,2.715,2.7132291206069774,2.714380055145856,2.715692511627372,2.720690726247683,2.719616457610127,2.7184510902952606,2.713884950747101,2.709330045138088,2.720225033332139,2.7046502084795607,2.7159629933364555,2.716975289227517,2.713791258042869,2.715294819597371,2.7155706084522526,2.7180085727538166,2.7172298759685223,2.718674956356494,2.717576056931481,2.7133746291417693,2.7144805356190074,2.7084197668676966,2.710777545380302,2.7224227938074095,2.7087704048279497,2.713800913817034,2.7161849962471143,2.7109678984227688,2.711916691321366,2.700591008123739,2.721373580963836,2.7179808210896867,2.7207253974323646,2.710738256666859,2.7205165920514425,2.7095959062839094,2.709948508756324,2.716681033895265,2.716393065241931,2.7128160873269067,2.7161148079829838,2.711635471744491,2.7161256879677937,2.717607464299526,2.702899080035942,2.719689078890778,2.7115484109258547,2.7195155385715313,2.7132926651030767,2.70898030486696,2.715935659960375,2.712862338818343,2.718063591328055,2.722724067294148,2.7059132820513674,2.711275679081064,2.7177839861931035,2.713549813946809,2.7122565928449522,2.713695334859732,2.7165598543121345,2.7170940463129214,2.7002532325357733,2.722743966141031
13,0.0,-8.401043698012598e-05,-0.005920119726509733,0.005132981157334818,0.0009400968474356803,-0.0012446128829630611,-0.00209884049137457,-0.0017256556230820894,-0.00733983158814031,0.004836198719340041,0.0026871978189448777,0.0014425166498610513,-2.682137332135707e-05,0.002353681140201653,0.0023495475854979292,0.0017098731089513627,0.010622535472716951,-0.001303189828070803,-0.002246993172277033,-0.0036706704359858663,-0.0068061200764533225,0.0029532376534656623,-0.003920537812709348,-0.00022414313511169126,0.008178892151645386,-6.532828575890029e-05,0.0032414628474415684,-0.008977922959733998,0.005791181777874342,0.0025417818095741025,0.0010190501856061358,-0.0050680925163674026,-0.006051315310239166,-0.005420610556831017,0.0005309325766376062,0.012916610342162028,0.002126249641068413,0.005196038363642433,0.0005537150442578923,-0.00447725032306702,-0.009729753237295687,0.006880103549312788,-0.00673401004527725,-0.004343300599362592,0.0015451222595243305,-0.0042900218422453045,0.0008226485248700786,-0.0007276078021795266,0.0018894903563021228,-0.004556880387259088,0.002600932370339583,-0.00374433245195033,-0.0023146504171640244,0.009057378774960913,0.0021414964746793346,0.0015936044302305953,-0.0028307769844319753,0.008908817469936828,-0.0020659496003924255,-0.006595966371289197,-0.009243696205526621,0.001715251391363394,0.007145815944336659,0.0026332352104308974,0.01048522348004181
14,2.715,2.712241324403915,2.7187827500256283,2.7108058500406256,2.7096756555375086,2.717075009668573,2.718489392707964,2.7200730766927905,2.7134178921655434,2.718568807211974,2.719918666233231,2.7101735030978795,2.712783138288515,2.7150624884371424,2.718267580680868,2.7127553364280503,2.716607670795035,2.709596879313495,2.720093941515017,2.718811417157999,2.718856523154057,2.7126969287852614,2.717677575343645,2.709755430026632,2.714880446559352,2.7088704544146043,2.710306437671779,2.705622067065341,2.7126631749542,2.704904173435241,2.7104492923058072,2.713844628695392,2.7160541431638223,2.7151504016217127,2.721074799647013,2.7107779077808942,2.709351926010821,2.7157103896062393,2.711831022757722,2.7158878506271393,2.716362108373802,2.7091806135138103,2.7141746721138107,2.7158814952547097,2.7138274434370047,2.7142665525891587,2.71056277736536,2.708543211519958,2.707229380681644,2.716116140941079,2.7171603219509697,2.7204683124851043,2.7218495759223846,2.7177998776366743,2.715397210621964,2.7206866629517346,2.708790584319538,2.707159956734898,2.7092097284970884,2.7133934630305703,2.7124319712060028,2.717085915546731,2.712787158337592,2.718747623350621,2.715836562608021
